0,1
-19.863632,-9.149727
-24.22056,-0.9705208
-11.179097,-10.051761
-19.38596,-8.254163
-17.95541,2.3332825
-25.046078,0.392906
-21.620167,-5.4997964
-17.931625,4.294767
-12.201407,5.81729
-14.169879,10.560944
-9.830077,-7.2936487
-9.784695,-12.673234
-20.943232,-8.547236
0.5534452,-8.055261
-13.435521,-11.388838
-27.734385,0.073305674
-17.861101,-5.7363806
-1.0061609,-8.689404
-20.539312,-7.9461927
-20.89347,0.1605209
-11.17662,-10.16842
-4.885489,-12.110217
-21.131433,-8.849792
-17.096453,3.9711845
0.10231028,-7.523261
0.51611495,4.7844844
-19.16968,1.5118283
-24.40262,1.4156786
0.37424123,5.2132044
-18.916918,-0.32737884
-19.738478,1.4160312
-21.088955,6.027891
-20.641603,0.45602182
-17.74389,-7.8367186
1.9718877,8.650002
-7.5970736,12.399064
-1.8949518,-9.04724
1.9692489,8.658582
-8.479646,5.8141117
-0.43843377,6.24467
-19.849644,-12.599277
-6.5775595,6.978652
-4.741974,-11.003928
-9.855331,13.224962
-21.517384,-7.8352165
-19.949385,8.456539
-19.581686,-8.513449
-19.392487,0.20709498
-17.253569,-1.1430143
-23.48789,-7.4796543
1.9686854,8.636159
-13.341076,6.9791927
-16.338875,4.6015925
-28.030373,0.19781606
-8.63924,10.387289
-2.0384135,-9.903112
-16.173576,-8.123513
-16.386217,4.450572
-15.122486,6.063087
-16.657454,-6.136357
-21.466602,-2.9593246
-20.044369,5.5168366
-18.04834,3.5707085
-16.422504,-7.8584657
-2.5456352,-7.470273
-20.52358,-5.160603
-18.663038,1.0173485
-22.334864,-8.6501875
-7.685215,12.32757
-10.031005,-7.501975
-11.502707,11.73081
-4.3209586,7.7402735
0.41246918,-8.103291
-5.5996337,-7.778729
-26.188822,1.7593426
-15.057996,-11.075287
-9.815058,5.64998
2.4045646,5.607186
-15.231513,5.795905
-18.895773,2.0808144
-18.051699,0.74480397
-17.54326,-7.8777695
-26.792034,0.41716808
-2.3627868,-8.22138
-11.372656,-7.21163
-19.611128,-0.015624008
-4.7955966,-11.691073
-19.340412,1.6906891
-2.0566545,-10.051778
-18.422344,-7.267803
-19.958261,-0.9352558
